Age,Gender,Years at address,Employment status,Country,Current debt,Postcode,Income,Own home,CCJs,Loan amount,Outcome
38,M,16,Unemployed,UK,3160,SA4 9SW,47000,Own,2,29629,Defaulted
78,M,8,Unemployed,UK,1400,TW8 0DD,53500,Own,0,12001,Paid
69,M,32,Self Employed,UK,2700,JE2 7QB,41500,Own,1,27664,Paid
89,F,71,Unemployed,UK,5000,CW7 2PZ,29000,Mortgage,0,26393,Paid
59,F,10,Unemployed,UK,1430,TN30 6XA,47000,Own,1,22696,Paid
23,M,1,Unemployed,UK,2810,SW11 5TY,46500,Mortgage,2,35765,Defaulted
67,M,44,Self Employed,UK,4240,RH1 5PL,12500,Mortgage,2,1060,Defaulted
40,F,14,Self Employed,UK,270,PR8 1JP,44000,Mortgage,1,19351,Paid
86,M,28,Employed,UK,6580,BT27 5RP,21500,Own,0,865,Paid
78,F,9,Unemployed,UK,4710,GL6 6RG,46500,Own,0,22845,Paid
38,M,1,Unemployed,UK,6340,GU23 6HD,45500,Own,2,14626,Defaulted
89,F,18,Unemployed,UK,0,RG41 2PH,37500,Mortgage,0,29519,Defaulted
49,F,6,Self Employed,UK,6010,DA14 5EZ,33500,Mortgage,1,27607,Paid
65,F,16,Self Employed,UK,150,CO10 0QJ,42500,Mortgage,0,33554,Defaulted
88,M,69,Unemployed,UK,2960,N16 8SB,34000,Rent,3,28065,Defaulted
19,M,2,Self Employed,UK,60,SY13 1QY,26500,Own,0,22540,Paid
51,M,6,Employed,UK,110,IP13 0HW,25500,Own,2,24770,Defaulted
56,M,16,Self Employed,UK,1420,BT36 6SB,39500,Own,0,14201,Defaulted
50,M,29,Self Employed,UK,1000,CV37 9XA,31000,Mortgage,1,19521,Defaulted
54,F,2,Self Employed,UK,6500,PE28 4SS,53500,Own,0,48427,Paid
75,F,13,Self Employed,UK,40,HD9 1QG,29000,Mortgage,0,23376,Paid
74,M,19,Self Employed,UK,6790,SW2 4EH,52500,Own,2,8272,Defaulted
85,M,56,Self Employed,UK,2160,N12 9AS,45500,Own,1,4963,Paid
24,F,5,Self Employed,UK,1140,BT79 0PZ,49500,Rent,0,28954,Paid
88,M,23,Self Employed,UK,4100,NE2 2HE,34500,Own,0,16079,Paid
76,M,18,Self Employed,UK,1600,B45 8LB,52000,Own,2,15689,Defaulted
82,F,54,Employed,UK,5490,SP5 5LU,42000,Own,0,10323,Defaulted
46,M,22,Unemployed,UK,3270,EH4 3RF,50000,Mortgage,2,12091,Defaulted
24,F,5,Unemployed,UK,200,PL8 1AW,48000,Rent,0,41110,Defaulted
17,M,1,Employed,UK,0,IP28 8DA,54500,Mortgage,0,38853,Defaulted
48,F,13,Self Employed,UK,1480,TN26 3SA,33000,Rent,1,20608,Paid
25,F,4,Unemployed,UK,8980,E9 7DN,51500,Own,2,13533,Paid
